"Gene","VIF","CV","dominant_status","max_propagation","max_amplification","SYMBOL","pathway_noise_status"
"10011",3.37653586876492,0.0643101738217671,"UNCLASSIFIED",NA,NA,"SRA1","UNCLASSIFIED"
"100113386",1.45805378019999,0.372346197648152,"UNCLASSIFIED",NA,NA,"UCKL1-AS1","UNCLASSIFIED"
"100113407",1.77958383063427,0.115906871454382,"UNCLASSIFIED",NA,NA,"TMEM170B","UNCLASSIFIED"
"100125288",1.8106794688521,0.241052454535413,"UNCLASSIFIED",NA,NA,"ZGLP1","UNCLASSIFIED"
"100125556",1.54690452189161,0.166280763784053,"UNCLASSIFIED",NA,NA,"FAM86JP","UNCLASSIFIED"
"100126270",1.17077381244118,0.973675420098896,"UNCLASSIFIED",NA,NA,"FMR1-AS1","UNCLASSIFIED"
"100126784",1.85856396576015,0.417306850625597,"UNCLASSIFIED",NA,NA,"LEISA1","UNCLASSIFIED"
"100126791",1.28589841164716,0.87388864745518,"UNCLASSIFIED",NA,NA,"EGOT","UNCLASSIFIED"
"100126793",1.63585379255186,0.359901229633437,"UNCLASSIFIED",NA,NA,"GHRLOS","UNCLASSIFIED"
"100128191",1.97249018029875,0.169485980583065,"UNCLASSIFIED",NA,NA,"TMPO-AS1","UNCLASSIFIED"
"100128285",1.40429701335353,0.337227786039601,"UNCLASSIFIED",NA,NA,"DNM1P35","UNCLASSIFIED"
"100128288",2.12026559264118,0.231192589827618,"UNCLASSIFIED",NA,NA,"LOC100128288","UNCLASSIFIED"
"100128292",1.76702629973897,0.361806967081633,"UNCLASSIFIED",NA,NA,"DLG5-AS1","UNCLASSIFIED"
"100128327",2.13611561895121,1.04635809761062,"UNCLASSIFIED",NA,NA,"TRAPPC3L","UNCLASSIFIED"
"100128385",2.01637358669105,0.511631059589768,"UNCLASSIFIED",NA,NA,"FAM225B","UNCLASSIFIED"
"100128542",1.43742470563151,0.504778856302731,"UNCLASSIFIED",NA,NA,"BET1P1","UNCLASSIFIED"
"100128553",1.4932860802102,0.306459856148124,"UNCLASSIFIED",NA,NA,"CTAGE4","UNCLASSIFIED"
"100128569",1.55421352713389,0.446888455319421,"UNCLASSIFIED",NA,NA,"TEKTIP1","UNCLASSIFIED"
"100128640",1.56357158025877,0.205643947401661,"UNCLASSIFIED",NA,NA,"ACVR2B-AS1","UNCLASSIFIED"
"100128675",1.70315075661362,0.333814873688549,"UNCLASSIFIED",NA,NA,"HPN-AS1","UNCLASSIFIED"
"100128731",3.29057698425918,0.0474045406851516,"UNCLASSIFIED",NA,NA,"OST4","UNCLASSIFIED"
"100128782",1.41849138501129,0.134718737989216,"UNCLASSIFIED",NA,NA,"ERCC6L2-AS1","UNCLASSIFIED"
"100128788",1.71931006261035,0.260238516214584,"UNCLASSIFIED",NA,NA,"SRRM2-AS1","UNCLASSIFIED"
"100128822",1.54260091303277,0.131345589784377,"UNCLASSIFIED",NA,NA,"LINC01003","UNCLASSIFIED"
"100128927",1.60487943834993,0.0870221843999472,"UNCLASSIFIED",NA,NA,"ZBTB42","UNCLASSIFIED"
"100129034",1.71977951793109,0.0582828715103683,"UNCLASSIFIED",NA,NA,"LOC100129034","UNCLASSIFIED"
"100129066",1.13672750117981,0.580325770085871,"UNCLASSIFIED",NA,NA,"LINC03062","UNCLASSIFIED"
"100129075",1.41072519599911,0.176980086846117,"UNCLASSIFIED",NA,NA,"KTN1-AS1","UNCLASSIFIED"
"100129354",1.56120331171683,1.05126795726294,"UNCLASSIFIED",NA,NA,"NRADDP","UNCLASSIFIED"
"100129387",1.57913433136937,0.137496132289733,"UNCLASSIFIED",NA,NA,"GABPB1-AS1","UNCLASSIFIED"
"100129405",1.39163900080559,0.198882066291237,"UNCLASSIFIED",NA,NA,"MSTO2P","UNCLASSIFIED"
"100129424",1.35288419610763,0.158220133142356,"UNCLASSIFIED",NA,NA,"RPL19P12","UNCLASSIFIED"
"100129482",3.2476241145221,0.142151748959704,"UNCLASSIFIED",NA,NA,"ZNF37BP","UNCLASSIFIED"
"100129534",1.22745855561637,0.247147838684955,"UNCLASSIFIED",NA,NA,"LOC100129534","UNCLASSIFIED"
"100129550",2.07550343991895,0.124886612358468,"UNCLASSIFIED",NA,NA,"LINC02035","UNCLASSIFIED"
"100129583",1.35906156681415,0.175261644312906,"UNCLASSIFIED",NA,NA,"FAM47E","UNCLASSIFIED"
"100129716",1.35828802441815,0.507657964562718,"UNCLASSIFIED",NA,NA,"ARRDC3-AS1","UNCLASSIFIED"
"100129726",1.49860173984104,0.541577811578744,"UNCLASSIFIED",NA,NA,"LINC01126","UNCLASSIFIED"
"100129792",1.66578351556337,0.132008849092785,"UNCLASSIFIED",NA,NA,"CCDC152","UNCLASSIFIED"
"100129842",2.14168768884353,0.284639109957353,"UNCLASSIFIED",NA,NA,"ZNF737","UNCLASSIFIED"
"10013",1.87013424738033,0.0722100819112614,"UNCLASSIFIED",NA,NA,"HDAC6","UNCLASSIFIED"
"100130015",1.78626528282635,0.171976562722333,"UNCLASSIFIED",NA,NA,"URAHP","UNCLASSIFIED"
"100130086",1.3687681880848,0.245077234391622,"UNCLASSIFIED",NA,NA,"HSFX2","UNCLASSIFIED"
"100130148",1.14242498870494,1.06896305065309,"UNCLASSIFIED",NA,NA,"MAPT-IT1","UNCLASSIFIED"
"100130238",1.08962828803342,1.16713626263509,"UNCLASSIFIED",NA,NA,"GALNT9-AS1","UNCLASSIFIED"
"100130311",1.3189405984939,0.173606867312415,"UNCLASSIFIED",NA,NA,"C17orf107","UNCLASSIFIED"
"100130331",5.33265192798988,0.792626500911203,"UNCLASSIFIED",NA,NA,"LOC100130331","UNCLASSIFIED"
"100130418",1.80790352885153,1.30080776296182,"UNCLASSIFIED",NA,NA,"CECR7","UNCLASSIFIED"
"100130449",1.30389432135317,1.20261817622828,"UNCLASSIFIED",NA,NA,"GPC1-AS1","UNCLASSIFIED"
"100130522",1.40346445655458,0.410820104825075,"UNCLASSIFIED",NA,NA,"PARD6G-AS1","UNCLASSIFIED"
"100130557",2.34326945452494,0.211564057183037,"UNCLASSIFIED",NA,NA,"NFYC-AS1","UNCLASSIFIED"
"100130581",2.07035686517292,0.165667176565678,"UNCLASSIFIED",NA,NA,"LINC00910","UNCLASSIFIED"
"100130691",1.42466645456587,0.241652962150697,"UNCLASSIFIED",NA,NA,"LOC100130691","UNCLASSIFIED"
"100130717",1.46096225219974,0.510951237243717,"UNCLASSIFIED",NA,NA,"HDHD5-AS1","UNCLASSIFIED"
"100130733",2.59297450562701,0.194790010132681,"UNCLASSIFIED",NA,NA,"LRRC70","UNCLASSIFIED"
"100130742",1.1316864840318,0.802778118461164,"UNCLASSIFIED",NA,NA,"LRRC69","UNCLASSIFIED"
"100130771",1.42415235665809,0.469587225430725,"UNCLASSIFIED",NA,NA,"EFCAB10","UNCLASSIFIED"
"100130776",2.15393832715306,0.224853976919459,"UNCLASSIFIED",NA,NA,"AGAP2-AS1","UNCLASSIFIED"
"100130872",1.40381303848668,0.127935646497461,"UNCLASSIFIED",NA,NA,"LOC100130872","UNCLASSIFIED"
"100130889",1.29112272966651,0.898500658779293,"UNCLASSIFIED",NA,NA,"PSORS1C3","UNCLASSIFIED"
"100130932",1.91404608142422,0.133703337799175,"UNCLASSIFIED",NA,NA,"SNRPGP15","UNCLASSIFIED"
"100130933",1.45609684801407,0.314100795590285,"UNCLASSIFIED",NA,NA,"ERLN","UNCLASSIFIED"
"100130958",1.43233746913799,0.734515305429592,"UNCLASSIFIED",NA,NA,"SYCE1L","UNCLASSIFIED"
"100130987",1.72218621087836,0.414808986043444,"UNCLASSIFIED",NA,NA,"LOC100130987","UNCLASSIFIED"
"100131187",1.91621623425832,0.117931956136002,"UNCLASSIFIED",NA,NA,"TSTD1","UNCLASSIFIED"
"100131193",1.40095283855495,0.241065974375766,"UNCLASSIFIED",NA,NA,"CCDC183-AS1","UNCLASSIFIED"
"100131211",1.78023706995396,0.101377395939449,"UNCLASSIFIED",NA,NA,"NEMP2","UNCLASSIFIED"
"100131213",1.68045423593119,0.143430868507261,"UNCLASSIFIED",NA,NA,"ZNF503-AS2","UNCLASSIFIED"
"100131434",1.64964587860577,0.289497204393225,"UNCLASSIFIED",NA,NA,"EOLA1-DT","UNCLASSIFIED"
"100131454",1.48335523347427,0.417341434235656,"UNCLASSIFIED",NA,NA,"DBIL5P","UNCLASSIFIED"
"100131496",1.22981115634107,0.692926600086981,"UNCLASSIFIED",NA,NA,"LOC100131496","UNCLASSIFIED"
"100131551",1.1248380722629,0.956475360532575,"UNCLASSIFIED",NA,NA,"LINC00887","UNCLASSIFIED"
"100131691",1.44801635542796,0.203789183900863,"UNCLASSIFIED",NA,NA,"MZF1-AS1","UNCLASSIFIED"
"100131726",1.09990130774416,0.854740502232358,"UNCLASSIFIED",NA,NA,"FAM83A-AS1","UNCLASSIFIED"
"100131814",1.14373085640567,0.89524367103541,"UNCLASSIFIED",NA,NA,"AHI1-DT","UNCLASSIFIED"
"100131827",1.98054394177368,0.298949287307968,"UNCLASSIFIED",NA,NA,"ZNF717","UNCLASSIFIED"
"100131998",2.34626941221844,0.159121873509446,"UNCLASSIFIED",NA,NA,"RRN3P3","UNCLASSIFIED"
"100132111",1.37266576520642,0.448706242654154,"UNCLASSIFIED",NA,NA,"C2CD4D-AS1","UNCLASSIFIED"
"100132215",1.46403804055611,0.339904259075205,"UNCLASSIFIED",NA,NA,"EHBP1-AS1","UNCLASSIFIED"
"100132247",1.74639359451262,0.208186841845999,"UNCLASSIFIED",NA,NA,"NPIPB5","UNCLASSIFIED"
"100132287",1.7117892421156,0.114195165779743,"UNCLASSIFIED",NA,NA,"LOC100132287","UNCLASSIFIED"
"100132288",1.43924457979672,0.150257686078367,"UNCLASSIFIED",NA,NA,"TEKT4P2","UNCLASSIFIED"
"100132341",2.23035387631087,0.249174935624802,"UNCLASSIFIED",NA,NA,"CLUHP3","UNCLASSIFIED"
"100132354",1.32532073429272,0.772884024468946,"UNCLASSIFIED",NA,NA,"LINC01512","UNCLASSIFIED"
"100132406",3.06468229046055,0.250407484493481,"UNCLASSIFIED",NA,NA,"NBPF10","UNCLASSIFIED"
"100132417",3.10457313302791,0.452520230103359,"UNCLASSIFIED",NA,NA,"FCGR1CP","UNCLASSIFIED"
"100132464",1.3120030962637,0.841766302795793,"UNCLASSIFIED",NA,NA,"FAM99B","UNCLASSIFIED"
"100132707",2.07780406400805,0.143380618898985,"UNCLASSIFIED",NA,NA,"PAXIP1-AS2","UNCLASSIFIED"
"100132724",1.40823255395151,0.60871205943037,"UNCLASSIFIED",NA,NA,"DCAF13P3","UNCLASSIFIED"
"100132832",1.40270333126032,0.41753632939012,"UNCLASSIFIED",NA,NA,"PMS2P9","UNCLASSIFIED"
"100132911",1.96602176093369,0.358649829967531,"UNCLASSIFIED",NA,NA,"DPH3P1","UNCLASSIFIED"
"100132923",1.2196510717486,0.828169564221947,"UNCLASSIFIED",NA,NA,"FAM66D","UNCLASSIFIED"
"100132948",1.88244463208434,0.625057964279412,"UNCLASSIFIED",NA,NA,"FAM27C","UNCLASSIFIED"
"100133036",1.82167322285166,0.372666088854979,"UNCLASSIFIED",NA,NA,"FAM95B1","UNCLASSIFIED"
"100133161",1.61002011935134,0.325954183052719,"UNCLASSIFIED",NA,NA,"LINC01001","UNCLASSIFIED"
"100133205",1.33729924349702,0.342159947871565,"UNCLASSIFIED",NA,NA,"LINC00240","UNCLASSIFIED"
"100133234",1.27131640855893,1.15268765116543,"UNCLASSIFIED",NA,NA,"SBF1P1","UNCLASSIFIED"
"100133545",1.0842105032577,0.880242631228296,"UNCLASSIFIED",NA,NA,"MRPL23-AS1","UNCLASSIFIED"
"100133612",1.44467472725538,0.290152946813514,"UNCLASSIFIED",NA,NA,"LINC01134","UNCLASSIFIED"
"100133669",1.19657596140853,0.927975991877387,"UNCLASSIFIED",NA,NA,"LY6E-DT","UNCLASSIFIED"
"100133941",1.95425727658963,0.271879471470972,"NOISE_AMPLIFICATION",1.07786670561507,0.337837837837838,"CD24","NOISE_AMPLIFICATION"
"100133957",1.32440133440013,0.257164883083549,"UNCLASSIFIED",NA,NA,"UXT-AS1","UNCLASSIFIED"
"100133985",1.84564442473106,0.250032018366366,"UNCLASSIFIED",NA,NA,"LINC01816","UNCLASSIFIED"
"100133991",1.79915116878032,0.514577420030856,"UNCLASSIFIED",NA,NA,"MAP3K14-AS1","UNCLASSIFIED"
"100134229",1.55794227560961,0.121986172758836,"UNCLASSIFIED",NA,NA,"KDM7A-DT","UNCLASSIFIED"
"100134259",1.18492143768818,0.429802198223427,"UNCLASSIFIED",NA,NA,"LINC01119","UNCLASSIFIED"
"100134368",1.33433487256091,0.589050323185118,"UNCLASSIFIED",NA,NA,"LOC100134368","UNCLASSIFIED"
"100134713",1.8571856982437,0.189741992908431,"UNCLASSIFIED",NA,NA,"NDUFB2-AS1","UNCLASSIFIED"
"100134868",1.22399516995549,0.759730327663041,"UNCLASSIFIED",NA,NA,"LOC100134868","UNCLASSIFIED"
"100134869",1.36225881916298,0.533457455983197,"UNCLASSIFIED",NA,NA,"UBE2Q2P2","UNCLASSIFIED"
"100134934",2.24064322545819,0.0778401541686536,"UNCLASSIFIED",NA,NA,"TEN1","UNCLASSIFIED"
"100134938",1.47863390664215,0.257740241662478,"UNCLASSIFIED",NA,NA,"UPK3BL1","UNCLASSIFIED"
"10014",1.92976337989274,0.060941841513093,"UNCLASSIFIED",NA,NA,"HDAC5","UNCLASSIFIED"
"100144603",1.57371996761307,0.268924132174652,"UNCLASSIFIED",NA,NA,"CHKB-DT","UNCLASSIFIED"
"100144748",1.50453533452233,0.205057286774635,"UNCLASSIFIED",NA,NA,"KLLN","UNCLASSIFIED"
"10015",2.19437152856043,0.0362356418825215,"STABLE",NA,-0.409326424870466,"PDCD6IP","STABLE"
"10016",1.9764285105091,0.0450076547070255,"UNCLASSIFIED",NA,NA,"PDCD6","UNCLASSIFIED"
"10017",1.2795010771345,0.660199952821113,"UNCLASSIFIED",NA,NA,"BCL2L10","UNCLASSIFIED"
"100170229",1.71589412743562,0.198421024236148,"UNCLASSIFIED",NA,NA,"SRRM5","UNCLASSIFIED"
"100170841",1.44384907574964,0.240763456109588,"UNCLASSIFIED",NA,NA,"EPOP","UNCLASSIFIED"
"10018",1.54664966563332,0.0914863504434102,"UNCLASSIFIED",NA,NA,"BCL2L11","UNCLASSIFIED"
"100188893",3.02132588569966,0.0596446562597727,"UNCLASSIFIED",NA,NA,"TOMM6","UNCLASSIFIED"
"100188947",1.60123528252532,1.02737645151559,"UNCLASSIFIED",NA,NA,"HECTD2-AS1","UNCLASSIFIED"
"100188949",1.75168480573019,0.467487568175143,"UNCLASSIFIED",NA,NA,"LINC00426","UNCLASSIFIED"
"100188953",1.11269369611904,0.603248743068298,"UNCLASSIFIED",NA,NA,"LINC00092","UNCLASSIFIED"
"100188954",1.22154135909902,0.58419226457144,"UNCLASSIFIED",NA,NA,"DNMBP-AS1","UNCLASSIFIED"
"10019",1.90311537002446,0.0809335752759631,"MODERATE",NA,-0.365853658536585,"SH2B3","MODERATE"
"100190938",1.80563394054487,0.370838229176293,"UNCLASSIFIED",NA,NA,"RAMP2-AS1","UNCLASSIFIED"
"100190939",1.62748742606269,0.108420306922463,"UNCLASSIFIED",NA,NA,"TPT1-AS1","UNCLASSIFIED"
"100190986",1.58337839102239,0.329346179845451,"UNCLASSIFIED",NA,NA,"LOC100190986","UNCLASSIFIED"
"100191040",1.28498517761646,0.640329575836135,"UNCLASSIFIED",NA,NA,"C2CD4D","UNCLASSIFIED"
"100192378",1.38871432277616,0.853712539837867,"UNCLASSIFIED",NA,NA,"ZFHX4-AS1","UNCLASSIFIED"
"1002",1.42918037897242,1.27229713929395,"NOISY",0.846174506810341,0.201612903225806,"CDH4","NOISY"
"10020",3.74352318127889,0.112395168088541,"MODERATE",NA,-0.253333333333333,"GNE","MODERATE"
"10021",7.26282680294372,1.33433424765504,"UNCLASSIFIED",NA,NA,"HCN4","UNCLASSIFIED"
"100216001",4.53733487795042,0.948109100031468,"UNCLASSIFIED",NA,NA,"MANCR","UNCLASSIFIED"
"100216545",2.54581978779814,0.131659129076455,"UNCLASSIFIED",NA,NA,"KMT2E-AS1","UNCLASSIFIED"
"10023",1.56735294846991,0.0996586481394977,"NOISY",0.571492400747943,-0.135714285714286,"FRAT1","NOISY"
"100233209",5.072442168779,0.502455941481078,"UNCLASSIFIED",NA,NA,"PCED1B-AS1","UNCLASSIFIED"
"10024",2.60249100194788,0.329991961488373,"UNCLASSIFIED",NA,NA,"TROAP","UNCLASSIFIED"
"100240735",1.65981770796784,0.790537762780534,"UNCLASSIFIED",NA,NA,"LOC100240735","UNCLASSIFIED"
"10025",2.1668176821714,0.0496260068453172,"UNCLASSIFIED",NA,NA,"MED16","UNCLASSIFIED"
"10026",2.82810117889835,0.0674609558340428,"MODERATE",NA,-0.253333333333333,"PIGK","MODERATE"
"100268168",1.22165294879514,0.339849956133501,"UNCLASSIFIED",NA,NA,"RPL26L1-AS1","UNCLASSIFIED"
"100270746",1.43465816909053,0.188308589534325,"UNCLASSIFIED",NA,NA,"LARRPM","UNCLASSIFIED"
"100270804",1.60832545726968,0.354742567336489,"UNCLASSIFIED",NA,NA,"LCDR","UNCLASSIFIED"
"100271715",1.30979245869828,0.519428748637243,"UNCLASSIFIED",NA,NA,"ARHGEF33","UNCLASSIFIED"
"100271722",1.37795734152978,0.257793170484959,"UNCLASSIFIED",NA,NA,"LINC00899","UNCLASSIFIED"
"100271835",1.28106423059376,0.284179441329463,"UNCLASSIFIED",NA,NA,"LIMS3-LOC440895","UNCLASSIFIED"
"100271836",2.44455126668528,0.190966453113192,"UNCLASSIFIED",NA,NA,"SMG1P3","UNCLASSIFIED"
"100271849",2.67711516140704,0.290194437817602,"UNCLASSIFIED",NA,NA,"MEF2B","UNCLASSIFIED"
"100272146",1.83092817960072,0.262496787707988,"UNCLASSIFIED",NA,NA,"NFE2L3P2","UNCLASSIFIED"
"100272147",1.6230652989628,0.0865363687987487,"UNCLASSIFIED",NA,NA,"CMC4","UNCLASSIFIED"
"100272217",1.47354936945919,0.198229633167082,"UNCLASSIFIED",NA,NA,"LOC100272217","UNCLASSIFIED"
"100272228",1.43793794650101,0.312409608899289,"UNCLASSIFIED",NA,NA,"EOLA2-DT","UNCLASSIFIED"
"100286844",1.4246251303177,0.228149622235611,"UNCLASSIFIED",NA,NA,"BCDIN3D-AS1","UNCLASSIFIED"
"100287227",1.95135953346223,0.260538603723231,"UNCLASSIFIED",NA,NA,"TIPARP-AS1","UNCLASSIFIED"
"100287569",2.15712335424847,0.93619651775233,"UNCLASSIFIED",NA,NA,"LINC00173","UNCLASSIFIED"
"100288778",2.25713718418443,0.0997976782212856,"UNCLASSIFIED",NA,NA,"WASH8P","UNCLASSIFIED"
"100289341",1.50245348337847,0.201385567095656,"UNCLASSIFIED",NA,NA,"MAN1B1-DT","UNCLASSIFIED"
"100289635",2.30148795080151,0.0835672491426692,"UNCLASSIFIED",NA,NA,"ZNF605","UNCLASSIFIED"
"1003",9.94266529389201,0.102736176472502,"MODERATE",0.846174506810341,0.201612903225806,"CDH5","MODERATE"
"100302401",1.42587022626846,0.264638018166869,"UNCLASSIFIED",NA,NA,"RASAL2-AS1","UNCLASSIFIED"
"100302640",1.30772090873501,1.04863895740483,"UNCLASSIFIED",NA,NA,"LINC00882","UNCLASSIFIED"
"100302650",1.54046609113598,0.320499292069766,"UNCLASSIFIED",NA,NA,"BABAM2-AS1","UNCLASSIFIED"
"100302692",1.53068990060442,0.196652206769212,"UNCLASSIFIED",NA,NA,"FTX","UNCLASSIFIED"
"100302736",1.45949038368325,0.402120990662185,"UNCLASSIFIED",NA,NA,"TMED7-TICAM2","UNCLASSIFIED"
"100303728",1.5479605057921,0.183067326745568,"UNCLASSIFIED",NA,NA,"SLC25A5-AS1","UNCLASSIFIED"
"10036",2.19677365682164,0.106919228454904,"UNCLASSIFIED",NA,NA,"CHAF1A","UNCLASSIFIED"
"10038",2.20256443165805,0.0620861322587625,"STABLE",NA,-0.606060606060606,"PARP2","STABLE"
"10039",1.85578030868284,0.078217858624244,"STABLE",NA,-0.606060606060606,"PARP3","STABLE"
"1004",1.80955227606876,0.306674194400021,"UNCLASSIFIED",NA,NA,"CDH6","UNCLASSIFIED"
"10040",2.04867327557628,0.0895727009765407,"UNCLASSIFIED",NA,NA,"TOM1L1","UNCLASSIFIED"
"10042",3.39684114541917,0.0787508974098353,"UNCLASSIFIED",NA,NA,"HMGXB4","UNCLASSIFIED"
"10043",2.55950140018904,0.0509179492484393,"UNCLASSIFIED",NA,NA,"TOM1","UNCLASSIFIED"
"10044",5.14788503299581,0.102770840036941,"UNCLASSIFIED",NA,NA,"SH2D3C","UNCLASSIFIED"
"10045",2.90689485695091,0.290371956135653,"UNCLASSIFIED",NA,NA,"SH2D3A","UNCLASSIFIED"
"10046",1.67143876578744,0.223852441496299,"UNCLASSIFIED",NA,NA,"MAMLD1","UNCLASSIFIED"
"10048",1.85776129344567,0.0570287572690835,"UNCLASSIFIED",NA,NA,"RANBP9","UNCLASSIFIED"
"10049",1.74802438065939,0.0484999889932754,"UNCLASSIFIED",NA,NA,"DNAJB6","UNCLASSIFIED"
"10050",1.71419284681213,0.186080635030391,"UNCLASSIFIED",NA,NA,"SLC17A4","UNCLASSIFIED"
"10051",3.24517690814016,0.101869923466276,"UNCLASSIFIED",NA,NA,"SMC4","UNCLASSIFIED"
"10052",2.19351735155403,0.21864031394093,"UNCLASSIFIED",NA,NA,"GJC1","UNCLASSIFIED"
"10053",1.38959186859241,0.647706930533767,"STABLE",NA,-0.563025210084034,"AP1M2","STABLE"
"10054",2.88051648893677,0.0522416922991455,"STABLE",NA,-0.691729323308271,"UBA2","STABLE"
"10055",3.27003980916121,0.0566363747127488,"STABLE",NA,-0.691729323308271,"SAE1","STABLE"
"10056",3.06580633780634,0.0550331205655173,"STABLE",NA,-0.902439024390244,"FARSB","STABLE"
"10057",2.49021142403887,0.0957158330490941,"NOISY",0.720412874779587,0.119047619047619,"ABCC5","NOISY"
"10058",1.66306607801379,0.0920403217343661,"NOISY",0.720412874779587,0.119047619047619,"ABCB6","NOISY"
"10059",2.78170441385697,0.0556465023826717,"STABLE",NA,-0.224719101123596,"DNM1L","STABLE"
"1006",1.58485059812433,1.09389569564728,"UNCLASSIFIED",NA,NA,"CDH8","UNCLASSIFIED"
"10060",2.51043338757242,0.220070445508759,"NOISY",0.720412874779587,0.119047619047619,"ABCC9","NOISY"
"10061",3.20732809628691,0.0549599284468158,"UNCLASSIFIED",NA,NA,"ABCF2","UNCLASSIFIED"
"10062",2.16947435423104,0.0582215697062149,"MODERATE",NA,-0.0161290322580645,"NR1H3","MODERATE"
"10063",2.83492369877981,0.0618384883695651,"MODERATE",NA,-0.253333333333333,"COX17","MODERATE"
"10066",1.61875925630386,0.032944646733858,"UNCLASSIFIED",NA,NA,"SCAMP2","UNCLASSIFIED"
"10067",2.6079203708651,0.0650672746840041,"UNCLASSIFIED",NA,NA,"SCAMP3","UNCLASSIFIED"
"10068",2.58274844405913,0.1192038764235,"UNCLASSIFIED",NA,NA,"IL18BP","UNCLASSIFIED"
"10069",2.3553416000066,0.0725563082090229,"UNCLASSIFIED",NA,NA,"RWDD2B","UNCLASSIFIED"
"10071",1.35229572053324,0.969660844508474,"UNCLASSIFIED",NA,NA,"MUC12","UNCLASSIFIED"
"10072",1.88010041453507,0.0566679453438896,"UNCLASSIFIED",NA,NA,"DPP3","UNCLASSIFIED"
"10073",2.56193786556184,0.0503597013685625,"STABLE",NA,-0.769230769230769,"SNUPN","STABLE"
"10075",2.70922815537557,0.0385997679910483,"STABLE",NA,-0.691729323308271,"HUWE1","STABLE"
"10076",1.6494716939197,0.185071360140695,"UNCLASSIFIED",NA,NA,"PTPRU","UNCLASSIFIED"
"10077",4.16562716806525,0.382951215855902,"UNCLASSIFIED",NA,NA,"TSPAN32","UNCLASSIFIED"
"10078",5.2315838881824,0.063887967267967,"UNCLASSIFIED",NA,NA,"TSSC4","UNCLASSIFIED"
"10079",1.54564907946097,0.10949824623303,"UNCLASSIFIED",NA,NA,"ATP9A","UNCLASSIFIED"
"10081",1.92969794493064,0.0493648780993622,"UNCLASSIFIED",NA,NA,"PDCD7","UNCLASSIFIED"
