"Gene","dominant_status","max_propagation","max_amplification","SYMBOL"
"10092","STABLE",NA,-0.182291666666667,"ARPC5"
"10093","STABLE",NA,-0.182291666666667,"ARPC4"
"10094","STABLE",NA,-0.182291666666667,"ARPC3"
"10095","STABLE",NA,-0.182291666666667,"ARPC1B"
"10105","MODERATE",NA,-0.188524590163934,"PPIF"
"10109","STABLE",NA,-0.182291666666667,"ARPC2"
"10111","MODERATE",NA,-0.285714285714286,"RAD50"
"10113","STABLE",NA,-0.726708074534162,"PREB"
"10125","MODERATE",NA,-0.127659574468085,"RASGRP1"
"10126","STABLE",NA,-0.668639053254438,"DNAL4"
"1013","NOISY",0.846174506810341,0.201612903225806,"CDH15"
"10130","STABLE",NA,-0.726708074534162,"PDIA6"
"10134","STABLE",NA,-0.726708074534162,"BCAP31"
"10135","MODERATE",NA,0.0434782608695652,"NAMPT"
"10140","STABLE",NA,-0.676470588235294,"TOB1"
"10152","MODERATE",NA,-0.182291666666667,"ABI2"
"10154","MODERATE",NA,-0.0593220338983051,"PLXNC1"
"10157","MODERATE",NA,-0.253333333333333,"AASS"
"10161","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"LPAR6"
"10162","MODERATE",NA,-0.194444444444444,"LPCAT3"
"10163","STABLE",NA,-0.182291666666667,"WASF2"
"10164","MODERATE",NA,-0.266666666666667,"CHST4"
"1017","MODERATE",NA,-0.129449838187702,"CDK2"
"10170","HIGH_CV_LOW_VIF",0.200387646123545,0.310344827586207,"DHRS9"
"10171","STABLE",NA,-0.873239436619718,"RCL1"
"10189","STABLE",NA,-0.657894736842105,"ALYREF"
"1019","MODERATE",0.561297243210468,-0.0491803278688524,"CDK4"
"10193","STABLE",NA,-0.409326424870466,"RNF41"
"10195","MODERATE",NA,-0.253333333333333,"ALG3"
"10197","MODERATE",0.543680190403357,-0.149253731343284,"PSME3"
"10199","STABLE",NA,-0.873239436619718,"MPHOSPH10"
"102","MODERATE",NA,-0.338461538461538,"ADAM10"
"1020","MODERATE",NA,-0.0593220338983051,"CDK5"
"10200","STABLE",NA,-0.676470588235294,"MPHOSPH6"
"10201","MODERATE",NA,-0.253246753246753,"NME6"
"10203","HIGH_CV_LOW_VIF",0.582490972296419,0.63855421686747,"CALCRL"
"10207","MODERATE",NA,-0.21551724137931,"PATJ"
"10209","STABLE",NA,-0.769230769230769,"EIF1"
"1021","MODERATE",0.561297243210468,-0.0491803278688524,"CDK6"
"10211","STABLE",NA,-0.356589147286822,"FLOT1"
"10213","STABLE",NA,-0.880952380952381,"PSMD14"
"1022","MODERATE",NA,-0.333333333333333,"CDK7"
"10228","STABLE",NA,-0.611111111111111,"STX6"
"10229","MODERATE",NA,-0.253333333333333,"COQ7"
"10235","MODERATE",0.703349554802048,-0.0169491525423729,"RASGRP2"
"10239","STABLE",NA,-0.563025210084034,"AP3S2"
"10242","NOISY",0.582490972296419,-0.0686274509803921,"KCNMB2"
"10248","STABLE",NA,-0.769230769230769,"POP7"
"10250","STABLE",NA,-0.657894736842105,"SRRM1"
"10251","NOISY",0.6728100853926,-0.0619469026548672,"SPRY3"
"10252","NOISY",0.6728100853926,-0.0619469026548672,"SPRY1"
"10253","NOISY",0.6728100853926,-0.0619469026548672,"SPRY2"
"10254","NOISY",0.6728100853926,-0.0619469026548672,"STAM2"
"10257","HIGH_CV_LOW_VIF",0.720412874779587,0.171875,"ABCC4"
"1026","MODERATE",0.561297243210468,-0.0491803278688524,"CDKN1A"
"10262","STABLE",NA,-0.921259842519685,"SF3B4"
"10266","NOISY",0.582490972296419,-0.0686274509803921,"RAMP2"
"10267","NOISY",0.582490972296419,-0.0686274509803921,"RAMP1"
"10268","NOISY",0.582490972296419,-0.0686274509803921,"RAMP3"
"1027","MODERATE",NA,-0.129449838187702,"CDKN1B"
"10273","STABLE",NA,-0.691729323308271,"STUB1"
"10274","MODERATE",NA,-0.333333333333333,"STAG1"
"10277","STABLE",NA,-0.691729323308271,"UBE4B"
"1028","MODERATE",NA,-0.333333333333333,"CDKN1C"
"10282","STABLE",NA,-0.611111111111111,"BET1"
"10284","STABLE",NA,-0.657894736842105,"SAP18"
"10285","STABLE",NA,-0.921259842519685,"SMNDC1"
"10286","STABLE",NA,-0.921259842519685,"BCAS2"
"10288","MODERATE",NA,-0.104,"LILRB2"
"10289","STABLE",NA,-0.769230769230769,"EIF1B"
"1029","MODERATE",0.561297243210468,-0.0491803278688524,"CDKN2A"
"10291","STABLE",NA,-0.921259842519685,"SF3A1"
"10294","STABLE",NA,-0.726708074534162,"DNAJA2"
"10297","MODERATE",0.571492400747943,0.307692307692308,"APC2"
"10298","MODERATE",0.562375040707351,-0.0593220338983051,"PAK4"
"10299","STABLE",NA,-0.726708074534162,"MARCHF6"
"103","MODERATE",NA,-0.365853658536585,"ADAR"
"1030","MODERATE",0.60731139931989,-0.123456790123457,"CDKN2B"
"1031","MODERATE",NA,-0.333333333333333,"CDKN2C"
"10312","MODERATE",0.728070578577998,0.0602409638554217,"TCIRG1"
"10316","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"NMUR1"
"10319","MODERATE",0.748777924942639,0.172839506172839,"LAMC3"
"1032","MODERATE",NA,-0.333333333333333,"CDKN2D"
"10326","MODERATE",NA,-0.104,"SIRPB1"
"10327","MODERATE",0.121326075242719,-0.0681818181818182,"AKR1A1"
"10331","HIGH_CV_LOW_VIF",0.177961463994715,0.173913043478261,"B3GNT3"
"10332","MODERATE",NA,-0.195804195804196,"CLEC4M"
"10333","MODERATE",NA,-0.137254901960784,"TLR6"
"10335","NOISY",0.582490972296419,-0.0686274509803921,"IRAG1"
"10342","MODERATE",NA,-0.129449838187702,"TFG"
"10344","NOISE_AMPLIFICATION",0.979457412204187,0.376744186046512,"CCL26"
"10347","NOISY",0.720412874779587,0.119047619047619,"ABCA7"
"10349","NOISY",0.720412874779587,0.119047619047619,"ABCA10"
"10350","NOISY",0.720412874779587,0.119047619047619,"ABCA9"
"10351","NOISY",0.720412874779587,0.119047619047619,"ABCA8"
"10352","MODERATE",NA,-0.105263157894737,"WARS2"
"1036","MODERATE",0.744786231202995,0.111111111111111,"CDO1"
"10371","MODERATE",NA,-0.0593220338983051,"SEMA3A"
"10376","MODERATE",0.555289646968157,-0.0886075949367089,"TUBA1B"
"10379","MODERATE",0.6728100853926,-0.0619469026548672,"IRF9"
"10380","MODERATE",NA,0,"BPNT1"
"10381","MODERATE",0.555289646968157,-0.0886075949367089,"TUBB3"
"10382","MODERATE",0.555289646968157,-0.0886075949367089,"TUBB4A"
"10383","MODERATE",0.555289646968157,-0.0886075949367089,"TUBB4B"
"10390","MODERATE",NA,-0.0689655172413793,"CEPT1"
"103910","MODERATE",0.562375040707351,-0.145077720207254,"MYL12B"
"10392","MODERATE",NA,-0.25,"NOD1"
"10393","MODERATE",NA,-0.282051282051282,"ANAPC10"
"10398","MODERATE",0.582490972296419,-0.0686274509803921,"MYL9"
"1040","MODERATE",NA,-0.186666666666667,"CDS1"
"10400","MODERATE",NA,-0.194444444444444,"PEMT"
"10401","MODERATE",0.6728100853926,-0.0619469026548672,"PIAS3"
"10402","HIGH_CV_LOW_VIF",0.177961463994715,0.173913043478261,"ST3GAL6"
"10411","MODERATE",NA,-0.169811320754717,"RAPGEF3"
"10419","STABLE",NA,-0.769230769230769,"PRMT5"
"10423","MODERATE",NA,-0.186666666666667,"CDIPT"
"10427","STABLE",NA,-0.726708074534162,"SEC24B"
"10434","MODERATE",NA,-0.194444444444444,"LYPLA1"
"10436","STABLE",NA,-0.873239436619718,"EMG1"
"10437","NOISY",0.543680190403357,-0.149253731343284,"IFI30"
"10438","STABLE",NA,-0.676470588235294,"C1D"
"10449","MODERATE",NA,-0.19047619047619,"ACAA2"
"10450","STABLE",NA,-0.921259842519685,"PPIE"
"10451","MODERATE",0.703349554802048,-0.0169491525423729,"VAV3"
"10452","MODERATE",NA,-0.311111111111111,"TOMM40"
"10454","MODERATE",NA,-0.0735294117647059,"TAB1"
"10455","MODERATE",NA,-0.19047619047619,"ECI2"
"10458","MODERATE",NA,-0.182291666666667,"BAIAP2"
"10459","STABLE",NA,-0.282051282051282,"MAD2L2"
"10460","STABLE",NA,-0.769230769230769,"TACC3"
"10465","STABLE",NA,-0.921259842519685,"PPIH"
"10468","NOISY",0.60731139931989,-0.123456790123457,"FST"
"10476","STABLE",NA,-0.253333333333333,"ATP5PD"
"10477","STABLE",NA,-0.691729323308271,"UBE2E3"
"10478","STABLE",NA,-0.346153846153846,"SLC25A17"
"10479","NOISY",0.82638472269625,-0.137931034482759,"SLC9A6"
"10482","STABLE",NA,-0.657894736842105,"NXF1"
"10483","STABLE",NA,-0.726708074534162,"SEC23B"
"10484","STABLE",NA,-0.726708074534162,"SEC23A"
"10488","STABLE",0.65941710198998,-0.010989010989011,"CREB3"
"10490","STABLE",NA,-0.611111111111111,"VTI1B"
"1050","MODERATE",NA,-0.129449838187702,"CEBPA"
"10500","MODERATE",NA,-0.0593220338983051,"SEMA6C"
"10501","MODERATE",NA,-0.0593220338983051,"SEMA6B"
"10505","MODERATE",NA,-0.0593220338983051,"SEMA4F"
"10507","MODERATE",NA,-0.0593220338983051,"SEMA4D"
"10509","MODERATE",NA,-0.0593220338983051,"SEMA4B"
"10512","MODERATE",NA,-0.0593220338983051,"SEMA3C"
"10523","STABLE",NA,-0.921259842519685,"CHERP"
"10525","STABLE",NA,-0.726708074534162,"HYOU1"
"10528","STABLE",NA,-0.873239436619718,"NOP56"
"10533","STABLE",NA,-0.65,"ATG7"
"10535","STABLE",NA,-0.333333333333333,"RNASEH2A"
"10540","STABLE",NA,-0.536585365853659,"DCTN2"
"10552","STABLE",NA,-0.182291666666667,"ARPC1A"
"10554","MODERATE",0.131150121128278,0.0606060606060606,"AGPAT1"
"10555","MODERATE",0.131150121128278,0.0606060606060606,"AGPAT2"
"10556","STABLE",NA,-0.769230769230769,"RPP30"
"10557","STABLE",NA,-0.769230769230769,"RPP38"
"10558","MODERATE",NA,-0.105263157894737,"SPTLC1"
"1056","MODERATE",0.612253961049233,0.111111111111111,"CEL"
"10560","MODERATE",NA,0.05,"SLC19A2"
"10563","NOISE_AMPLIFICATION",0.979457412204187,0.376744186046512,"CXCL13"
"10569","STABLE",NA,-0.921259842519685,"SLU7"
"10577","STABLE",NA,-0.563025210084034,"NPC2"
"10580","STABLE",NA,-0.0161290322580645,"SORBS1"
"10585","HIGH_CV_LOW_VIF",0.161598239616946,0,"POMT1"
"10587","STABLE",NA,-0.3125,"TXNRD2"
"10588","MODERATE",NA,-0.166666666666667,"MTHFS"
"10594","STABLE",NA,-0.921259842519685,"PRPF8"
"10599","HIGH_CV_LOW_VIF",0.147667356094834,0.171875,"SLCO1B1"
"10603","MODERATE",NA,-0.356589147286822,"SH2B2"
"10605","STABLE",NA,-0.769230769230769,"PAIP1"
"10606","MODERATE",NA,-0.253246753246753,"PAICS"
"10607","STABLE",NA,-0.873239436619718,"TBL3"
"10617","STABLE",NA,-0.409326424870466,"STAMBP"
"10621","MODERATE",NA,-0.253246753246753,"POLR3F"
"10622","MODERATE",NA,-0.253246753246753,"POLR3G"
"10623","MODERATE",NA,-0.253246753246753,"POLR3C"
"10627","MODERATE",0.562375040707351,-0.145077720207254,"MYL12A"
"10629","MODERATE",NA,-0.411764705882353,"TAF6L"
"10632","MODERATE",NA,-0.253333333333333,"ATP5MG"
"10637","NOISY",0.60731139931989,-0.123456790123457,"LEFTY1"
"10645","MODERATE",NA,-0.278688524590164,"CAMKK2"
"10652","STABLE",NA,-0.611111111111111,"YKT6"
"10654","STABLE",NA,-0.253333333333333,"PMVK"
"1066","HIGH_CV_LOW_VIF",0.16008060805355,0.14,"CES1"
"10663","NOISE_AMPLIFICATION",0.979457412204187,0.376744186046512,"CXCR6"
"10666","NOISY",0.846174506810341,0.201612903225806,"CD226"
"10667","STABLE",NA,-0.902439024390244,"FARS2"
"10671","STABLE",NA,-0.536585365853659,"DCTN6"
"10672","MODERATE",0.582490972296419,-0.0686274509803921,"GNA13"
"10673","NOISE_AMPLIFICATION",0.979457412204187,0.376744186046512,"TNFSF13B"
"10678","MODERATE",0.177961463994715,0.173913043478261,"B3GNT2"
"10681","NOISY",0.703349554802048,-0.0169491525423729,"GNB5"
"10682","MODERATE",NA,-0.157894736842105,"EBP"
"10686","MODERATE",0.846174506810341,0.201612903225806,"CLDN16"
"1069","STABLE",NA,-0.613636363636364,"CETN2"
"107","NOISY",0.826662707992322,0.27027027027027,"ADCY1"
"10713","STABLE",NA,-0.921259842519685,"USP39"
"10714","STABLE",NA,-0.253246753246753,"POLD3"
"10717","STABLE",NA,-0.563025210084034,"AP4B1"
"10718","MODERATE",NA,-0.238095238095238,"NRG3"
"1072","MODERATE",NA,-0.0593220338983051,"CFL1"
"10720","HIGH_CV_LOW_VIF",0.232043928775539,0.403846153846154,"UGT2B11"
"10723","MODERATE",NA,-0.409090909090909,"SLC12A7"
"10725","MODERATE",0.66451192755264,-0.045045045045045,"NFAT5"
"1073","MODERATE",NA,-0.0593220338983051,"CFL2"
"10734","MODERATE",NA,-0.326732673267327,"STAG3"
"10735","MODERATE",NA,-0.333333333333333,"STAG2"
"10744","MODERATE",NA,-0.326732673267327,"PTTG2"
"10746","MODERATE",0.555289646968157,-0.0886075949367089,"MAP3K2"
"10747","MODERATE",NA,0.192307692307692,"MASP2"
"1075","STABLE",NA,-0.563025210084034,"CTSC"
"10762","STABLE",NA,-0.769230769230769,"NUP50"
"10766","STABLE",NA,-0.676470588235294,"TOB2"
"10767","STABLE",NA,-0.657894736842105,"HBS1L"
"10768","MODERATE",NA,-0.253333333333333,"AHCYL1"
"10772","STABLE",NA,-0.921259842519685,"SRSF10"
"10775","STABLE",NA,-0.769230769230769,"POP4"
"10782","MODERATE",NA,-0.365853658536585,"ZNF274"
"10787","MODERATE",NA,-0.182291666666667,"NCKAP1"
"10788","MODERATE",NA,-0.182291666666667,"IQGAP2"
"10791","STABLE",NA,-0.611111111111111,"VAMP5"
"10797","MODERATE",NA,-0.166666666666667,"MTHFD2"
"10799","STABLE",NA,-0.769230769230769,"RPP40"
"1080","NOISY",0.720412874779587,0.171875,"CFTR"
"10800","HIGH_CV_LOW_VIF",0.826662707992322,0.63855421686747,"CYSLTR1"
"10802","STABLE",NA,-0.726708074534162,"SEC24A"
"10803","NOISE_AMPLIFICATION",0.979457412204187,0.376744186046512,"CCR9"
"10808","STABLE",NA,-0.726708074534162,"HSPH1"
"1081","HIGH_CV_LOW_VIF",0.748852101868705,0.63855421686747,"CGA"
"10810","STABLE",NA,-0.224719101123596,"WASF3"
"10813","STABLE",NA,-0.873239436619718,"UTP14A"
"10818","MODERATE",NA,-0.365853658536585,"FRS2"
"10825","MODERATE",NA,-0.105263157894737,"NEU3"
"10826","MODERATE",NA,-0.157894736842105,"FAXDC2"
"10840","STABLE",NA,-0.166666666666667,"ALDH1L1"
"10841","MODERATE",0.537107915948592,0,"FTCD"
"10846","MODERATE",NA,-0.253246753246753,"PDE10A"
"10855","MODERATE",NA,-0.253333333333333,"HPSE"
"10858","MODERATE",NA,0.25,"CYP46A1"
"10859","MODERATE",NA,-0.104,"LILRB1"
"10864","HIGH_CV_LOW_VIF",0.147667356094834,0.171875,"SLC22A7"
"10870","NOISY",0.66451192755264,-0.045045045045045,"HCST"
"10873","MODERATE",NA,-0.184210526315789,"ME3"
"10885","STABLE",NA,-0.873239436619718,"WDR3"
"10886","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"NPFFR2"
"10888","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"GPR83"
"10891","STABLE",NA,-0.278688524590164,"PPARGC1A"
"10892","MODERATE",NA,-0.247524752475247,"MALT1"
"10898","STABLE",NA,-0.657894736842105,"CPSF4"
"109","NOISY",0.826662707992322,0.354838709677419,"ADCY3"
"10901","HIGH_CV_LOW_VIF",0.200387646123545,0.310344827586207,"DHRS4"
"10905","STABLE",NA,-0.253333333333333,"MAN1A2"
"10907","STABLE",NA,-0.921259842519685,"TXNL4A"
"10910","MODERATE",NA,-0.25,"SUGT1"
"10912","MODERATE",NA,-0.127659574468085,"GADD45G"
"10913","NOISE_AMPLIFICATION",0.979457412204187,0.376744186046512,"EDAR"
"10914","STABLE",NA,-0.657894736842105,"PAPOLA"
"10915","STABLE",NA,-0.921259842519685,"TCERG1"
"10919","STABLE",NA,-0.409090909090909,"EHMT2"
"10921","STABLE",NA,-0.657894736842105,"RNPS1"
"10926","MODERATE",NA,-0.333333333333333,"DBF4"
"10928","MODERATE",NA,-0.129449838187702,"RALBP1"
"10929","STABLE",NA,-0.921259842519685,"SRSF8"
"10938","STABLE",NA,-0.409326424870466,"EHD1"
"10940","STABLE",NA,-0.769230769230769,"POP1"
"10941","HIGH_CV_LOW_VIF",0.232043928775539,0.403846153846154,"UGT2A1"
"10945","STABLE",NA,-0.489795918367347,"KDELR1"
"10946","STABLE",NA,-0.921259842519685,"SF3A3"
"10947","STABLE",NA,-0.563025210084034,"AP3M2"
"10950","STABLE",NA,-0.676470588235294,"BTG3"
"10952","STABLE",NA,-0.195804195804196,"SEC61B"
"10956","STABLE",NA,-0.726708074534162,"OS9"
"10960","STABLE",NA,-0.726708074534162,"LMAN2"
"10961","STABLE",NA,-0.726708074534162,"ERP29"
"10963","MODERATE",NA,-0.151515151515151,"STIP1"
"10965","STABLE",NA,-0.238095238095238,"ACOT2"
"10970","STABLE",NA,-0.726708074534162,"CKAP4"
"10971","MODERATE",NA,-0.326732673267327,"YWHAQ"
"10975","STABLE",0.82638472269625,-0.137931034482759,"UQCR11"
"10978","STABLE",NA,-0.657894736842105,"CLP1"
"10990","MODERATE",NA,-0.104,"LILRB5"
"10991","HIGH_CV_LOW_VIF",0.16138652292318,0.0952380952380952,"SLC38A3"
"10992","STABLE",NA,-0.921259842519685,"SF3B2"
"10993","MODERATE",NA,-0.03125,"SDS"
"10998","MODERATE",0.147667356094834,0.25,"SLC27A5"
"10999","HIGH_CV_LOW_VIF",0.131150121128278,0.0606060606060606,"SLC27A4"
"11001","MODERATE",NA,-0.0161290322580645,"SLC27A2"
"11006","MODERATE",NA,-0.104,"LILRB4"
"11009","NOISE_AMPLIFICATION",0.979457412204187,0.376744186046512,"IL24"
"1101","NOISY",0.748777924942639,0.172839506172839,"CHAD"
"11014","STABLE",NA,-0.489795918367347,"KDELR2"
"11015","STABLE",NA,-0.489795918367347,"KDELR3"
"11017","STABLE",NA,-0.921259842519685,"SNRNP27"
"11019","MODERATE",NA,-0.253333333333333,"LIAS"
"11024","MODERATE",NA,-0.104,"LILRA1"
"11025","MODERATE",NA,-0.104,"LILRB3"
"11026","MODERATE",NA,-0.104,"LILRA3"
"11027","MODERATE",NA,-0.104,"LILRA2"
"11031","STABLE",NA,-0.409326424870466,"RAB31"
"11035","MODERATE",NA,-0.365853658536585,"RIPK3"
"11036","MODERATE",NA,-0.411764705882353,"GTF2A1L"
"11037","MODERATE",NA,-0.411764705882353,"STON1"
"11040","STABLE",NA,-0.446428571428572,"PIM2"
"11041","MODERATE",0.177961463994715,0.173913043478261,"B4GAT1"
"11044","STABLE",NA,-0.676470588235294,"TENT4A"
"11051","STABLE",NA,-0.657894736842105,"NUDT21"
"11052","STABLE",NA,-0.657894736842105,"CPSF6"
"11059","STABLE",NA,-0.409326424870466,"WWP1"
"11060","STABLE",NA,-0.691729323308271,"WWP2"
"11065","STABLE",NA,-0.691729323308271,"UBE2C"
"11069","MODERATE",NA,-0.169811320754717,"RAPGEF4"
"11072","MODERATE",NA,-0.127659574468085,"DUSP14"
"1109","HIGH_CV_LOW_VIF",0.232043928775539,0.403846153846154,"AKR1C4"
"11097","STABLE",NA,-0.769230769230769,"NUP42"
"111","NOISY",0.810321689457197,0.171875,"ADCY5"
"11102","STABLE",NA,-0.769230769230769,"RPP14"
"11108","MODERATE",NA,-0.365853658536585,"PRDM4"
"1111","MODERATE",NA,-0.212121212121212,"CHEK1"
"11112","MODERATE",NA,-0.253333333333333,"HIBADH"
"11128","MODERATE",NA,-0.253246753246753,"POLR3A"
"11136","NOISE_AMPLIFICATION",0.979196309722505,0.367647058823529,"SLC7A9"
"11151","MODERATE",NA,-0.195804195804196,"CORO1A"
"11154","STABLE",NA,-0.563025210084034,"AP4S1"
"11157","STABLE",NA,-0.676470588235294,"LSM6"
"1116","STABLE",NA,-0.446808510638298,"CHI3L1"
"11164","MODERATE",NA,-0.253246753246753,"NUDT5"
"11171","STABLE",NA,-0.769230769230769,"STRAP"
"1118","STABLE",NA,-0.446808510638298,"CHIT1"
"11181","HIGH_CV_LOW_VIF",0.175975025111558,0.25,"TREH"
"11184","MODERATE",NA,-0.127659574468085,"MAP4K1"
"11185","MODERATE",NA,-0.105263157894737,"INMT"
"11186","MODERATE",NA,-0.129449838187702,"RASSF1"
"1119","MODERATE",NA,-0.194444444444444,"CHKA"
"11194","NOISY",0.720412874779587,0.119047619047619,"ABCB8"
"112","NOISY",0.974804767764199,0.416666666666667,"ADCY6"
"1120","MODERATE",NA,-0.194444444444444,"CHKB"
"11200","MODERATE",NA,-0.212121212121212,"CHEK2"
"11211","NOISY",0.65941710198998,0.307692307692308,"FZD10"
"11213","MODERATE",NA,-0.365853658536585,"IRAK3"
"11218","STABLE",NA,-0.769230769230769,"DDX20"
"11221","MODERATE",NA,-0.127659574468085,"DUSP10"
"11224","STABLE",NA,-0.86046511627907,"RPL35"
"11226","HIGH_CV_LOW_VIF",0.176951418826532,0.16,"GALNT6"
"11227","HIGH_CV_LOW_VIF",0.176951418826532,0.16,"GALNT5"
"11231","STABLE",NA,-0.726708074534162,"SEC63"
"11232","MODERATE",NA,-0.253333333333333,"POLG2"
"11238","HIGH_CV_LOW_VIF",0.200662518216425,0.4,"CA5B"
"112398","MODERATE",NA,-0.129449838187702,"EGLN2"
"112399","MODERATE",NA,-0.129449838187702,"EGLN3"
"112483","MODERATE",NA,0,"SAT2"
"11253","STABLE",NA,-0.253333333333333,"MAN1B1"
"11260","STABLE",NA,-0.769230769230769,"XPOT"
"11261","MODERATE",0.826662707992322,0.27027027027027,"CHP1"
"11264","STABLE",NA,-0.346153846153846,"PXMP4"
"11267","STABLE",NA,-0.409326424870466,"SNF8"
"112714","MODERATE",0.555289646968157,-0.0886075949367089,"TUBA3E"
"112755","STABLE",NA,-0.611111111111111,"STX1B"
"11277","MODERATE",NA,-0.365853658536585,"TREX1"
"11282","MODERATE",NA,-0.253333333333333,"MGAT4B"
"11285","MODERATE",0.705283651914812,-0.0869565217391304,"B4GALT7"
"113","NOISY",0.826662707992322,0.27027027027027,"ADCY7"
"113026","MODERATE",0.826662707992322,0.27027027027027,"PLCD3"
"1131","NOISY",0.826662707992322,0.63855421686747,"CHRM3"
"11311","STABLE",NA,-0.409326424870466,"VPS45"
"11313","MODERATE",NA,-0.194444444444444,"LYPLA2"
"11315","STABLE",NA,-0.756756756756757,"PARK7"
"113189","MODERATE",NA,-0.181818181818182,"CHST14"
"1132","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"CHRM4"
"11320","MODERATE",NA,-0.253333333333333,"MGAT4A"
"113235","MODERATE",NA,0.05,"SLC46A1"
"11325","STABLE",NA,-0.921259842519685,"DDX42"
"113278","MODERATE",NA,0.05,"SLC52A3"
"1133","HIGH_CV_LOW_VIF",0.826662707992322,0.63855421686747,"CHRM5"
"11332","STABLE",NA,-0.238095238095238,"ACOT7"
"11336","MODERATE",NA,-0.21551724137931,"EXOC3"
"11337","STABLE",NA,-0.65,"GABARAP"
"11338","STABLE",NA,-0.921259842519685,"U2AF2"
"1134","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"CHRNA1"
"11340","STABLE",NA,-0.676470588235294,"EXOSC8"
"11343","MODERATE",NA,-0.0681818181818182,"MGLL"
"11345","STABLE",NA,-0.65,"GABARAPL2"
"113451","MODERATE",NA,0,"AZIN2"
"113457","MODERATE",0.555289646968157,-0.0886075949367089,"TUBA3D"
"1135","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"CHRNA2"
"1136","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"CHRNA3"
"113612","MODERATE",0.605870993644305,0.204081632653061,"CYP2U1"
"1137","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"CHRNA4"
"1138","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"CHRNA5"
"113878","STABLE",NA,-0.377777777777778,"DTX2"
"1140","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"CHRNB1"
"114049","NOISY",0.600379839921408,0,"BUD23"
"1141","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"CHRNB2"
"1143","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"CHRNB4"
"1145","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"CHRNE"
"114548","MODERATE",NA,-0.25,"NLRP3"
"114609","MODERATE",NA,-0.227272727272727,"TIRAP"
"1147","MODERATE",0.703349554802048,-0.0169491525423729,"CHUK"
"114805","HIGH_CV_LOW_VIF",0.176951418826532,0.16,"GALNT13"
"115","NOISY",0.826662707992322,0.27027027027027,"ADCY9"
"115111","NOISY",0.639591298377882,0.0833333333333333,"SLC26A7"
"1152","MODERATE",NA,0,"CKB"
"115201","STABLE",NA,-0.65,"ATG4A"
"1154","NOISY",0.6728100853926,-0.0619469026548672,"CISH"
"115650","NOISE_AMPLIFICATION",1.13206052232031,0.376744186046512,"TNFRSF13C"
"115727","MODERATE",NA,-0.127659574468085,"RASGRP4"
